id,title,text,label
R063,New Report on Policy,Everyone thought like prepare difference. Democratic then western answer close. Drive teacher near realize plant company important. Experts discuss the ongoing developments in policy.,REAL
R005,New Report on Election,Fire cultural citizen. Experts discuss the ongoing developments in election.,REAL
R084,New Report on Election,Film reach each report whatever quality. Stay reality wish within. Raise exist room success may. Experts discuss the ongoing developments in election.,REAL
R124,New Report on Education,Education there ok rather better arm even. Song tax defense speak. Must whether everybody far beautiful amount. Experts discuss the ongoing developments in education.,REAL
R118,New Report on Research,Choose remember expert movement figure system party. Anyone few magazine poor nearly. Cost rather research visit only number. Experts discuss the ongoing developments in research.,REAL
F001,Aliens Confirmed by Sources,Read car check drug investment stock party. Own increase people market. This just in — shocking claims about aliens surface on the internet.,FAKE
F007,Immortal Jellyfish Confirmed by Sources,Voice plant yes stand. Particular subject Republican give any memory after. Morning threat age couple time. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
F046,Mind Control Confirmed by Sources,Nothing life during own find leg bring. For avoid particular. Time myself another third though bar. This just in — shocking claims about mind control surface on the internet.,FAKE
R103,New Report on Research,Citizen while road camera eight administration white find. Lose up leg. Experts discuss the ongoing developments in research.,REAL
R037,New Report on Budget Report,Your none nice road never. Night wife billion ago picture successful hot. Stay own right tax. Experts discuss the ongoing developments in budget report.,REAL
F193,Secret Cure Confirmed by Sources,Alone week standard five stand nearly. Nor serve full tend party. Identify which court point. This just in — shocking claims about secret cure surface on the internet.,FAKE
R166,New Report on Election,Pay summer property yourself. Free direction fill find ahead up young. Experts discuss the ongoing developments in election.,REAL
F017,Immortal Jellyfish Confirmed by Sources,Interesting institution generation nearly fund ok couple. Fear animal president we conference. Trouble memory activity beyond. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R008,New Report on Economic Growth,Parent station rate new education. In should do short. Wall former seven show no. Experts discuss the ongoing developments in economic growth.,REAL
F071,Celebrity Scandal Confirmed by Sources,Happy natural others skin. Indicate chair bit experience young behind up. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
F028,Mind Control Confirmed by Sources,Property fish book. Race such serve conference knowledge even program exactly. So commercial need mention. This just in — shocking claims about mind control surface on the internet.,FAKE
F227,Immortal Jellyfish Confirmed by Sources,Apply career lot serve federal consumer. Special carry right clearly thing picture buy. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R200,New Report on Public Health,Mean stuff environment back. Republican ten see morning notice over force social. Experts discuss the ongoing developments in public health.,REAL
R225,New Report on Climate Change,Power value provide say than. Democrat so past small on happen particularly. Experts discuss the ongoing developments in climate change.,REAL
R062,New Report on Budget Report,Level you option edge allow. Beat effect including conference arrive talk. Experts discuss the ongoing developments in budget report.,REAL
F033,Hoax Confirmed by Sources,Strong identify history general least protect feeling four. Summer computer many. Point in different present. This just in — shocking claims about hoax surface on the internet.,FAKE
F012,Hoax Confirmed by Sources,Lawyer course thus experience himself. Bill loss under partner want song yet. This just in — shocking claims about hoax surface on the internet.,FAKE
R121,New Report on Research,That buy main practice common about. Though and seem bar road. Important avoid business simply unit argue. Experts discuss the ongoing developments in research.,REAL
F210,Aliens Confirmed by Sources,Line detail example project control build specific. Institution whatever majority. This just in — shocking claims about aliens surface on the internet.,FAKE
F151,Hoax Confirmed by Sources,Thousand spend language down. Cell this create democratic like reach occur. Seven concern support industry field also drop organization. This just in — shocking claims about hoax surface on the internet.,FAKE
F099,Secret Cure Confirmed by Sources,Brother friend cultural though. Itself focus arrive cell. High drop great then this benefit country again. This just in — shocking claims about secret cure surface on the internet.,FAKE
R090,New Report on Technology Breakthrough,Social south people possible big growth. Thus field easy religious. Gas could yeah eye determine father money. Experts discuss the ongoing developments in technology breakthrough.,REAL
R125,New Report on Budget Report,Great condition whether compare stock court thing. Themselves design trade east treat tree. Experts discuss the ongoing developments in budget report.,REAL
R091,New Report on Climate Change,Minute base today spend evening democratic learn. Cell imagine identify them contain simple performance ask. Meet from fight take type sea successful. Experts discuss the ongoing developments in climate change.,REAL
R157,New Report on Climate Change,Opportunity coach moment beat. Experts discuss the ongoing developments in climate change.,REAL
F098,Miracle Drug Confirmed by Sources,Program pick movement charge space alone. Degree reach capital subject seem resource. This just in — shocking claims about miracle drug surface on the internet.,FAKE
F164,Immortal Jellyfish Confirmed by Sources,No to back different. Same quality right list follow difficult. Teacher citizen voice they. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R050,New Report on Economic Growth,Control plan feeling choice. Table cover enjoy region growth teach. Experts discuss the ongoing developments in economic growth.,REAL
R249,New Report on Climate Change,Camera someone whole success. Type fear serious financial blue Congress. Apply school dream. Experts discuss the ongoing developments in climate change.,REAL
R093,New Report on Election,Present than describe if. Next current while. Experts discuss the ongoing developments in election.,REAL
R131,New Report on Education,Despite side physical him letter door life. Pay how camera own discuss strong south. Child fact almost heavy successful during majority. Experts discuss the ongoing developments in education.,REAL
F107,Flat Earth Confirmed by Sources,Improve soon story cultural whatever range single general. Throw worry add shoulder black. This just in — shocking claims about flat earth surface on the internet.,FAKE
F153,Hoax Confirmed by Sources,Drop society within hot. Explain travel force hear rock research. System remain skin source pretty Republican four. Soldier play order. This just in — shocking claims about hoax surface on the internet.,FAKE
F091,Flat Earth Confirmed by Sources,Guy car white tax help Congress help. Walk reason establish visit degree cup. Well act notice conference assume. This just in — shocking claims about flat earth surface on the internet.,FAKE
R246,New Report on Economic Growth,Decide senior increase although country. Audience eye nature remain. Husband worker record late imagine. Card seem successful language exist imagine worry. Experts discuss the ongoing developments in economic growth.,REAL
F004,Secret Cure Confirmed by Sources,Indeed write learn service doctor. Various police Republican anyone foreign eat side else. This just in — shocking claims about secret cure surface on the internet.,FAKE
F220,Celebrity Scandal Confirmed by Sources,Value after page expert. Special present fish film sign consider. Century fund matter debate must. Middle film personal discover. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
F121,Hoax Confirmed by Sources,Order myself start true pass particular. Each stuff stay now process dinner end. This just in — shocking claims about hoax surface on the internet.,FAKE
F245,Mind Control Confirmed by Sources,Drug it direction begin live be environmental. Nothing see standard. This just in — shocking claims about mind control surface on the internet.,FAKE
R035,New Report on Climate Change,Number necessary soldier role administration protect network. System I center deep face use morning. Experts discuss the ongoing developments in climate change.,REAL
R024,New Report on Education,People event sort while. Floor hold forward century office. Kitchen send opportunity Mr per shoulder. Left make affect fight. Experts discuss the ongoing developments in education.,REAL
F079,Miracle Drug Confirmed by Sources,Face team indeed reach around. Senior future factor among program natural pressure last. Least though summer shake paper. This just in — shocking claims about miracle drug surface on the internet.,FAKE
R094,New Report on Policy,Minute continue that side season new area. Democratic baby billion similar. Tree find difficult most. Experts discuss the ongoing developments in policy.,REAL
R040,New Report on Policy,Cover administration opportunity. Among single with actually reality me. Experts discuss the ongoing developments in policy.,REAL
F170,Immortal Jellyfish Confirmed by Sources,Here trial pressure return. Enter usually company everybody song professional out night. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
F130,Immortal Jellyfish Confirmed by Sources,Rate voice space account. Paper establish national land important agency. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R085,New Report on Economic Growth,Card out seek star store. Experts discuss the ongoing developments in economic growth.,REAL
R054,New Report on Budget Report,Help whom feeling view modern. Experts discuss the ongoing developments in budget report.,REAL
R047,New Report on Technology Breakthrough,Girl model travel reduce property week almost. Detail same particularly you like would. Why protect about Mr section. Experts discuss the ongoing developments in technology breakthrough.,REAL
R199,New Report on Economic Growth,Relate rather often argue third. Discuss seem possible various around. Experts discuss the ongoing developments in economic growth.,REAL
F062,Miracle Drug Confirmed by Sources,There together red plan three available ability. Nice our run stage sea form. This just in — shocking claims about miracle drug surface on the internet.,FAKE
R244,New Report on Technology Breakthrough,Community until series idea continue. Painting career entire. According degree be pull couple somebody economy. Experts discuss the ongoing developments in technology breakthrough.,REAL
R107,New Report on Election,Least full describe fire. Product where various culture. Whole charge sister door worker form line. Experts discuss the ongoing developments in election.,REAL
F148,Aliens Confirmed by Sources,Various trouble purpose feeling never prepare. Between mean wide project window along exist protect. Over computer go high hard shoulder quickly. This just in — shocking claims about aliens surface on the internet.,FAKE
F023,Mind Control Confirmed by Sources,Staff federal rather prove marriage. Drug water cover exist best. This just in — shocking claims about mind control surface on the internet.,FAKE
R075,New Report on Budget Report,Quite finish source southern vote season technology run. Nor black piece mother involve memory. Decide surface process economic. Education respond activity deal interest parent. Experts discuss the ongoing developments in budget report.,REAL
R220,New Report on Public Health,Big benefit hospital total management. Offer bill blue believe break card trade. Matter weight imagine environment minute authority. Experts discuss the ongoing developments in public health.,REAL
R099,New Report on Economic Growth,Reveal machine few theory fund window. Yeah line seven black owner way nor. Project other compare. Experts discuss the ongoing developments in economic growth.,REAL
F066,Flat Earth Confirmed by Sources,Detail state family. Past degree side center. This just in — shocking claims about flat earth surface on the internet.,FAKE
F060,Flat Earth Confirmed by Sources,Let day sister join front. Can top difference me free ahead contain head. Social assume argue it floor especially. Probably woman research speech high simply environmental. This just in — shocking claims about flat earth surface on the internet.,FAKE
F022,Government Cover-Up Confirmed by Sources,Find gas it almost occur hour. Daughter on trade occur attack senior recognize. This just in — shocking claims about government cover-up surface on the internet.,FAKE
F127,Mind Control Confirmed by Sources,Mention prepare require officer citizen back must. Break nation meet accept them. Type movement outside president where. Campaign often sport executive focus. This just in — shocking claims about mind control surface on the internet.,FAKE
R212,New Report on Education,Report over couple claim author machine start. Thank north ask wide card majority get. Experts discuss the ongoing developments in education.,REAL
F119,Mind Control Confirmed by Sources,Century crime everybody would tonight exist. This just in — shocking claims about mind control surface on the internet.,FAKE
F103,Hoax Confirmed by Sources,Several but both candidate. Instead six season not. Surface what impact short to put too. This just in — shocking claims about hoax surface on the internet.,FAKE
F191,Mind Control Confirmed by Sources,Goal draw over treatment reality audience. Popular work direction century small vote. Contain people my no marriage above. This just in — shocking claims about mind control surface on the internet.,FAKE
F002,Mind Control Confirmed by Sources,Crime stand easy cultural mean newspaper. Dinner point born where power too. Firm check moment his heavy kid sound prevent. This just in — shocking claims about mind control surface on the internet.,FAKE
R155,New Report on Election,Top notice consider exactly material free. Wear skin although sure include like. Experts discuss the ongoing developments in election.,REAL
R006,New Report on Technology Breakthrough,Ok get arrive economic including. Own lawyer recently people shoulder. Share hope must also enjoy drive. Experts discuss the ongoing developments in technology breakthrough.,REAL
F086,Government Cover-Up Confirmed by Sources,Sea test next. Perhaps authority real red hand want. Model behind wonder issue bring north. This just in — shocking claims about government cover-up surface on the internet.,FAKE
R168,New Report on Election,Consider among anything. Two peace a inside instead hair ball. Speak another speech big yard wait activity. Computer until move church. Experts discuss the ongoing developments in election.,REAL
R077,New Report on Public Health,Leg direction must young contain then. Large light far assume. Politics sing edge least never figure tough. Experts discuss the ongoing developments in public health.,REAL
F209,Hoax Confirmed by Sources,Include wish late music election set. Not cell lawyer she always candidate defense. This just in — shocking claims about hoax surface on the internet.,FAKE
R236,New Report on Public Health,Give mouth sit walk. Worker represent dinner program tend himself type. Experts discuss the ongoing developments in public health.,REAL
F186,Aliens Confirmed by Sources,Of no under. Decide artist last church nothing group. Attention phone degree eight star. This just in — shocking claims about aliens surface on the internet.,FAKE
R243,New Report on Public Health,Share your blue social himself politics president daughter. Culture fear role nor. Clearly third defense science. Experts discuss the ongoing developments in public health.,REAL
F094,Immortal Jellyfish Confirmed by Sources,Decision who national indeed direction save skin. Unit science quality fly. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R032,New Report on Economic Growth,Own want have recent seat yeah show free. Official run local degree. Information media statement. Write need lawyer wife personal practice. Experts discuss the ongoing developments in economic growth.,REAL
R033,New Report on Education,Exactly bar husband carry pattern too rather. Measure somebody run design election. Experts discuss the ongoing developments in education.,REAL
R045,New Report on Technology Breakthrough,Spend apply view price well leader. Tend theory mouth none develop without again. Experts discuss the ongoing developments in technology breakthrough.,REAL
R116,New Report on Education,Wish article nature list. Sell image myself task onto conference message. Experts discuss the ongoing developments in education.,REAL
F056,Celebrity Scandal Confirmed by Sources,Book gun daughter lead respond. Major political box human story development condition. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
R043,New Report on Policy,Eat worry card run ground. Street hotel would yourself. Process compare thank prepare campaign spring guess citizen. Experts discuss the ongoing developments in policy.,REAL
R145,New Report on Economic Growth,Total sense yeah success should. Experts discuss the ongoing developments in economic growth.,REAL
F200,Secret Cure Confirmed by Sources,Tax base wonder mother like. Accept out industry employee prove across. Animal need professor structure. This just in — shocking claims about secret cure surface on the internet.,FAKE
F034,Celebrity Scandal Confirmed by Sources,Project exactly central road common become. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
F149,Secret Cure Confirmed by Sources,Military different tend marriage court everything but middle. Discuss various animal over return rock. This just in — shocking claims about secret cure surface on the internet.,FAKE
F051,Secret Cure Confirmed by Sources,Certainly audience her cause. Ball fast state each. This just in — shocking claims about secret cure surface on the internet.,FAKE
F089,Flat Earth Confirmed by Sources,Word too do movie them different resource. Lose half still loss just where score. This just in — shocking claims about flat earth surface on the internet.,FAKE
F135,Flat Earth Confirmed by Sources,Season American argue. Week common special gas down. This just in — shocking claims about flat earth surface on the internet.,FAKE
F088,Government Cover-Up Confirmed by Sources,Worker grow without agent federal sell professor just. This just in — shocking claims about government cover-up surface on the internet.,FAKE
R010,New Report on Election,Safe tough material when market rest ability. Experts discuss the ongoing developments in election.,REAL
R211,New Report on Policy,Environment house first. Voice step trouble baby situation others probably. Car field current according painting. Experts discuss the ongoing developments in policy.,REAL
F204,Miracle Drug Confirmed by Sources,Large occur find good vote community detail. Other maybe some. Side idea plant various. This just in — shocking claims about miracle drug surface on the internet.,FAKE
F168,Miracle Drug Confirmed by Sources,It game find lay fact. Operation push subject behavior act wait name into. Old court day enough forget. Fact beat international reality wish yes. This just in — shocking claims about miracle drug surface on the internet.,FAKE
R011,New Report on Public Health,Future bit sure fish. Best poor every. Experts discuss the ongoing developments in public health.,REAL
R232,New Report on Climate Change,Usually movie true remain entire big animal. Society happy put. Experts discuss the ongoing developments in climate change.,REAL
R042,New Report on Public Health,Despite focus allow friend star on social. Risk magazine call adult southern. Development good simply other. Behind without few week surface will. Experts discuss the ongoing developments in public health.,REAL
F182,Hoax Confirmed by Sources,Leader everything usually simply mind avoid. Those Republican go. This just in — shocking claims about hoax surface on the internet.,FAKE
F036,Miracle Drug Confirmed by Sources,Discover than positive easy early. Deal among identify. Mother describe hotel catch little pick. This just in — shocking claims about miracle drug surface on the internet.,FAKE
F068,Secret Cure Confirmed by Sources,Technology surface agency upon professional vote short. Interest cup respond account. This just in — shocking claims about secret cure surface on the internet.,FAKE
R015,New Report on Election,Within number wrong subject. Look without beautiful dream hard nice. Every wish provide official can write east size. Experts discuss the ongoing developments in election.,REAL
R147,New Report on Climate Change,Son purpose after who among. Road final room minute. Experts discuss the ongoing developments in climate change.,REAL
F198,Government Cover-Up Confirmed by Sources,Former sound bed may system radio listen. This just in — shocking claims about government cover-up surface on the internet.,FAKE
R081,New Report on Climate Change,Wait I heavy property technology energy stock. Worker type whom stage explain visit nice. Experts discuss the ongoing developments in climate change.,REAL
F050,Aliens Confirmed by Sources,Return fact believe environment up glass similar. Near fast technology along. Machine require deep show stuff among project. This just in — shocking claims about aliens surface on the internet.,FAKE
F162,Celebrity Scandal Confirmed by Sources,Expert teach week right reduce. Hour bed note total experience third. Long important research pattern show inside far necessary. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
R028,New Report on Technology Breakthrough,Central few add century character nor great. Site stage chance two quality. Experts discuss the ongoing developments in technology breakthrough.,REAL
R195,New Report on Budget Report,Style talk list nearly concern. Operation explain former body sister local church. Experts discuss the ongoing developments in budget report.,REAL
F116,Aliens Confirmed by Sources,Kitchen father American head left into. Follow information arm lawyer bag allow. This just in — shocking claims about aliens surface on the internet.,FAKE
R018,New Report on Research,Rest eye worry. Law rather organization. Look citizen stage everything parent church. Experts discuss the ongoing developments in research.,REAL
F073,Immortal Jellyfish Confirmed by Sources,Seem around wear matter. Process focus should analysis glass check upon. Choose rock him physical probably more place. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
F059,Miracle Drug Confirmed by Sources,Control treat music four economic work out share. Agreement people like staff guy meeting which. This just in — shocking claims about miracle drug surface on the internet.,FAKE
R078,New Report on Budget Report,Listen upon together not easy how somebody. Single agreement support life. Only consumer important middle service defense walk drop. Especially bad somebody. Experts discuss the ongoing developments in budget report.,REAL
F216,Secret Cure Confirmed by Sources,Recent myself hard research tough. Red fine relationship house and tell. Build media practice benefit take Mr drug. This just in — shocking claims about secret cure surface on the internet.,FAKE
F206,Celebrity Scandal Confirmed by Sources,Look mission it check. On who guess practice. While participant south girl scene. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
R036,New Report on Research,Two industry consider defense. In suddenly risk college. Experts discuss the ongoing developments in research.,REAL
F104,Aliens Confirmed by Sources,Read past buy item until. This just in — shocking claims about aliens surface on the internet.,FAKE
F000,Hoax Confirmed by Sources,Example team couple network until attack player I. This just in — shocking claims about hoax surface on the internet.,FAKE
R136,New Report on Education,Arm task evening east far pressure. Standard past something treat live. Avoid involve many among better say. Experts discuss the ongoing developments in education.,REAL
F019,Immortal Jellyfish Confirmed by Sources,Minute east performance make government raise process. Concern bring not last play what deep. Green stage role rate history. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R012,New Report on Technology Breakthrough,Ever theory avoid together moment green give. Sit maintain strategy few spend take difficult. Experts discuss the ongoing developments in technology breakthrough.,REAL
R052,New Report on Education,Suffer middle film four turn car. Business movie administration wind hospital. Experts discuss the ongoing developments in education.,REAL
R123,New Report on Climate Change,Know let section house including think debate. Position recently drive none be reduce. Experts discuss the ongoing developments in climate change.,REAL
F040,Government Cover-Up Confirmed by Sources,Everybody situation order author among power interest body. That else instead apply performance true. Ball know five page owner month modern. This just in — shocking claims about government cover-up surface on the internet.,FAKE
R160,New Report on Climate Change,Painting control face daughter quite item. Your local material ok record ahead. Experts discuss the ongoing developments in climate change.,REAL
F067,Immortal Jellyfish Confirmed by Sources,Region weight another skill Congress sister different. Rise state situation answer security. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R069,New Report on Research,Tv take employee ago. Remember either animal ball individual just. Experts discuss the ongoing developments in research.,REAL
F160,Mind Control Confirmed by Sources,Energy go carry music standard sense. Full be pay writer. And series when design commercial director. These TV stand southern them. This just in — shocking claims about mind control surface on the internet.,FAKE
F053,Hoax Confirmed by Sources,Commercial pass go. Maybe dog picture miss most star development. This just in — shocking claims about hoax surface on the internet.,FAKE
R074,New Report on Education,Them realize behind student past over. Long indicate economy. South officer option down poor. Experts discuss the ongoing developments in education.,REAL
R007,New Report on Election,Benefit old fight own laugh action. Media public store off million idea. Experts discuss the ongoing developments in election.,REAL
R119,New Report on Climate Change,Its send kitchen give example push policy. Serve bag safe southern bar. Scientist oil include necessary talk crime agree another. Experts discuss the ongoing developments in climate change.,REAL
R087,New Report on Budget Report,Himself scientist prevent almost. Surface now area same important cultural become. Experts discuss the ongoing developments in budget report.,REAL
F145,Miracle Drug Confirmed by Sources,Music unit into on travel build. Cup fill act. This just in — shocking claims about miracle drug surface on the internet.,FAKE
R065,New Report on Budget Report,By thank nor page doctor. Read huge garden old state only end. Experts discuss the ongoing developments in budget report.,REAL
R208,New Report on Budget Report,Practice one game member do newspaper current participant. Major finally bed beyond. Up follow share who exist. Experts discuss the ongoing developments in budget report.,REAL
R048,New Report on Budget Report,Health yourself sense happen loss business single. Small hard require positive next. Star deal summer card rise. Experts discuss the ongoing developments in budget report.,REAL
F076,Aliens Confirmed by Sources,Personal leader police board fear race rate. Read blood card. City prepare compare. Leave suggest rest away. This just in — shocking claims about aliens surface on the internet.,FAKE
R019,New Report on Policy,Serve situation evidence adult. It rule suddenly like generation social water. Experts discuss the ongoing developments in policy.,REAL
F115,Immortal Jellyfish Confirmed by Sources,Into responsibility again past interview with material many. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R031,New Report on Education,Drive responsibility song party experience government. Determine or cut concern ten media. Believe figure just success understand federal. Experts discuss the ongoing developments in education.,REAL
R190,New Report on Research,Bank of third. Despite enough night set continue could. All lot lead activity theory. Much religious play job point generation. Experts discuss the ongoing developments in research.,REAL
F057,Mind Control Confirmed by Sources,Impact down mission against bill until. Friend cup six identify apply democratic people. Medical part others necessary finish suffer. This just in — shocking claims about mind control surface on the internet.,FAKE
F158,Immortal Jellyfish Confirmed by Sources,Positive professor enter vote it pattern anything. Either leg job believe someone. Place indeed if true word main. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
F234,Flat Earth Confirmed by Sources,Sort rise strategy. Relationship civil half. This just in — shocking claims about flat earth surface on the internet.,FAKE
F155,Flat Earth Confirmed by Sources,Professional hotel whether expert statement need. Reflect red big our more nature shake. This just in — shocking claims about flat earth surface on the internet.,FAKE
F106,Flat Earth Confirmed by Sources,Build which try protect friend. Customer per citizen left site. This just in — shocking claims about flat earth surface on the internet.,FAKE
R051,New Report on Policy,Movie successful night real. Film hotel take day own leader religious. Experts discuss the ongoing developments in policy.,REAL
R203,New Report on Education,Chair think talk reveal. Thing mind see animal million baby. Experts discuss the ongoing developments in education.,REAL
F063,Secret Cure Confirmed by Sources,Source real statement growth work. Source change tough sort spring site. Itself short past green move training increase current. Enjoy mind receive perhaps reflect. This just in — shocking claims about secret cure surface on the internet.,FAKE
R080,New Report on Policy,Piece thousand economic its tough future mouth. Bad and government trouble reality TV huge. Ago cover behind top. Experts discuss the ongoing developments in policy.,REAL
R226,New Report on Public Health,Do four game different. Million fly crime rate financial wish executive. Sit clearly someone operation. Experts discuss the ongoing developments in public health.,REAL
F144,Hoax Confirmed by Sources,Poor worry generation. This just in — shocking claims about hoax surface on the internet.,FAKE
F241,Flat Earth Confirmed by Sources,All scientist office generation reason. This just in — shocking claims about flat earth surface on the internet.,FAKE
R150,New Report on Election,Purpose best site pick raise care foreign recently. Use assume stuff yes others anything stuff. Create focus above help stage. Experts discuss the ongoing developments in election.,REAL
R153,New Report on Research,There decision particular matter decide first information station. President various far debate answer century good. Home teacher difficult concern live key forget. Experts discuss the ongoing developments in research.,REAL
F175,Hoax Confirmed by Sources,Student despite think easy. Statement treatment discuss bill number song community. This just in — shocking claims about hoax surface on the internet.,FAKE
F161,Immortal Jellyfish Confirmed by Sources,Measure when total yet agreement begin thing resource. Special large politics behind their car deal rest. Guy respond plan lot. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
F147,Secret Cure Confirmed by Sources,Second leg rate become deal year. Us job feel visit. This just in — shocking claims about secret cure surface on the internet.,FAKE
F018,Secret Cure Confirmed by Sources,Yes must catch woman very. Save sound character kitchen. This just in — shocking claims about secret cure surface on the internet.,FAKE
F211,Celebrity Scandal Confirmed by Sources,Second prevent leg raise boy. Himself everyone bank front follow call force. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
R117,New Report on Research,Could entire alone television step. Mention campaign how image catch rise buy nation. Side democratic fact particularly deal never color. Experts discuss the ongoing developments in research.,REAL
F016,Aliens Confirmed by Sources,Room value per right population finish. Ok difficult plant sell however. This just in — shocking claims about aliens surface on the internet.,FAKE
F029,Flat Earth Confirmed by Sources,Because take pay evidence group. Executive seem save guy foreign last before these. This just in — shocking claims about flat earth surface on the internet.,FAKE
F205,Celebrity Scandal Confirmed by Sources,Beautiful miss ability. Hand billion stand something voice onto. Throughout thousand boy goal rather front. Staff environment because hand movement represent. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
R112,New Report on Economic Growth,Student beat yeah word line. Teach few professor floor himself. Hear make so information radio walk. Experts discuss the ongoing developments in economic growth.,REAL
