id,title,filtered_words,label
F157,Government Cover-Up Confirmed by Sources,pressure action strategy little let without such. goal drug price. stage rich financial. — shocking claims government cover-up surface internet.,FAKE
F117,Hoax Confirmed by Sources,office image few. prepare road performance training. — shocking claims hoax surface internet.,FAKE
F173,Secret Cure Confirmed by Sources,say opportunity across live entire identify. watch receive individual popular particular follow expect. stand six around sister test. — shocking claims secret cure surface internet.,FAKE
F024,Aliens Confirmed by Sources,rich town source. service score edge human box. — shocking claims aliens surface internet.,FAKE
F096,Celebrity Scandal Confirmed by Sources,history possible stage week everything. control although respond audience. — shocking claims celebrity scandal surface internet.,FAKE
R247,New Report on Public Health,scientist picture cold author range. term major everybody it. experts discuss ongoing developments public health.,REAL
F226,Government Cover-Up Confirmed by Sources,black turn arrive thousand. measure majority better nice without statement add. government learn white nothing. arm none onto. — shocking claims government cover-up surface internet.,FAKE
F100,Flat Earth Confirmed by Sources,minute respond special. base region scientist ready style. — shocking claims flat earth surface internet.,FAKE
F246,Government Cover-Up Confirmed by Sources,part prepare know executive. require budget past across. middle job alone magazine. — shocking claims government cover-up surface internet.,FAKE
F183,Aliens Confirmed by Sources,every yes behind list represent amount would. deal lose inside stuff pass be. — shocking claims aliens surface internet.,FAKE
R063,New Report on Policy,everyone thought like prepare difference. democratic western answer close. drive teacher near realize plant company important. experts discuss ongoing developments policy.,REAL
R005,New Report on Election,fire cultural citizen. experts discuss ongoing developments election.,REAL
R084,New Report on Election,film reach report whatever quality. stay reality wish within. raise exist room success may. experts discuss ongoing developments election.,REAL
R124,New Report on Education,education ok rather better arm even. song tax defense speak. must whether everybody far beautiful amount. experts discuss ongoing developments education.,REAL
R118,New Report on Research,choose remember expert movement figure system party. anyone magazine poor nearly. cost rather research visit number. experts discuss ongoing developments research.,REAL
F001,Aliens Confirmed by Sources,read car check drug investment stock party. increase people market. — shocking claims aliens surface internet.,FAKE
F007,Immortal Jellyfish Confirmed by Sources,voice plant yes stand. particular subject republican give memory after. morning threat age couple time. — shocking claims immortal jellyfish surface internet.,FAKE
F046,Mind Control Confirmed by Sources,nothing life find leg bring. avoid particular. time another third though bar. — shocking claims mind control surface internet.,FAKE
R103,New Report on Research,citizen road camera eight administration white find. lose leg. experts discuss ongoing developments research.,REAL
R037,New Report on Budget Report,none nice road never. night wife billion ago picture successful hot. stay right tax. experts discuss ongoing developments budget report.,REAL
F193,Secret Cure Confirmed by Sources,alone week standard five stand nearly. serve full tend party. identify court point. — shocking claims secret cure surface internet.,FAKE
R166,New Report on Election,pay summer property yourself. free direction fill find ahead young. experts discuss ongoing developments election.,REAL
F017,Immortal Jellyfish Confirmed by Sources,interesting institution generation nearly fund ok couple. fear animal president conference. trouble memory activity beyond. — shocking claims immortal jellyfish surface internet.,FAKE
R008,New Report on Economic Growth,parent station rate new education. short. wall former seven show no. experts discuss ongoing developments economic growth.,REAL
F071,Celebrity Scandal Confirmed by Sources,happy natural others skin. indicate chair bit experience young behind up. — shocking claims celebrity scandal surface internet.,FAKE
F028,Mind Control Confirmed by Sources,property fish book. race serve conference knowledge even program exactly. commercial need mention. — shocking claims mind control surface internet.,FAKE
F227,Immortal Jellyfish Confirmed by Sources,apply career lot serve federal consumer. special carry right clearly thing picture buy. — shocking claims immortal jellyfish surface internet.,FAKE
R200,New Report on Public Health,mean stuff environment back. republican ten see morning notice force social. experts discuss ongoing developments public health.,REAL
R225,New Report on Climate Change,power value provide say than. democrat past small happen particularly. experts discuss ongoing developments climate change.,REAL
R062,New Report on Budget Report,level option edge allow. beat effect including conference arrive talk. experts discuss ongoing developments budget report.,REAL
F033,Hoax Confirmed by Sources,strong identify history general least protect feeling four. summer computer many. point different present. — shocking claims hoax surface internet.,FAKE
F012,Hoax Confirmed by Sources,lawyer course thus experience himself. bill loss partner want song yet. — shocking claims hoax surface internet.,FAKE
R121,New Report on Research,buy main practice common about. though seem bar road. important avoid business simply unit argue. experts discuss ongoing developments research.,REAL
F210,Aliens Confirmed by Sources,line detail example project control build specific. institution whatever majority. — shocking claims aliens surface internet.,FAKE
F151,Hoax Confirmed by Sources,thousand spend language down. cell create democratic like reach occur. seven concern support industry field also drop organization. — shocking claims hoax surface internet.,FAKE
F099,Secret Cure Confirmed by Sources,brother friend cultural though. focus arrive cell. high drop great benefit country again. — shocking claims secret cure surface internet.,FAKE
R090,New Report on Technology Breakthrough,social south people possible big growth. thus field easy religious. gas yeah eye determine father money. experts discuss ongoing developments technology breakthrough.,REAL
R125,New Report on Budget Report,great condition whether compare stock court thing. design trade east treat tree. experts discuss ongoing developments budget report.,REAL
R091,New Report on Climate Change,minute base today spend evening democratic learn. cell imagine identify contain simple performance ask. meet fight take type sea successful. experts discuss ongoing developments climate change.,REAL
R157,New Report on Climate Change,opportunity coach moment beat. experts discuss ongoing developments climate change.,REAL
F098,Miracle Drug Confirmed by Sources,program pick movement charge space alone. degree reach capital subject seem resource. — shocking claims miracle drug surface internet.,FAKE
F164,Immortal Jellyfish Confirmed by Sources,back different. quality right list follow difficult. teacher citizen voice they. — shocking claims immortal jellyfish surface internet.,FAKE
R050,New Report on Economic Growth,control plan feeling choice. table cover enjoy region growth teach. experts discuss ongoing developments economic growth.,REAL
R249,New Report on Climate Change,camera someone whole success. type fear serious financial blue congress. apply school dream. experts discuss ongoing developments climate change.,REAL
R093,New Report on Election,present describe if. next current while. experts discuss ongoing developments election.,REAL
R131,New Report on Education,despite side physical letter door life. pay camera discuss strong south. child fact almost heavy successful majority. experts discuss ongoing developments education.,REAL
F107,Flat Earth Confirmed by Sources,improve soon story cultural whatever range single general. throw worry add shoulder black. — shocking claims flat earth surface internet.,FAKE
F153,Hoax Confirmed by Sources,drop society within hot. explain travel force hear rock research. system remain skin source pretty republican four. soldier play order. — shocking claims hoax surface internet.,FAKE
F091,Flat Earth Confirmed by Sources,guy car white tax help congress help. walk reason establish visit degree cup. well act notice conference assume. — shocking claims flat earth surface internet.,FAKE
R246,New Report on Economic Growth,decide senior increase although country. audience eye nature remain. husband worker record late imagine. card seem successful language exist imagine worry. experts discuss ongoing developments economic growth.,REAL
F004,Secret Cure Confirmed by Sources,indeed write learn service doctor. various police republican anyone foreign eat side else. — shocking claims secret cure surface internet.,FAKE
F220,Celebrity Scandal Confirmed by Sources,value page expert. special present fish film sign consider. century fund matter debate must. middle film personal discover. — shocking claims celebrity scandal surface internet.,FAKE
F121,Hoax Confirmed by Sources,order start true pass particular. stuff stay process dinner end. — shocking claims hoax surface internet.,FAKE
F245,Mind Control Confirmed by Sources,drug direction begin live environmental. nothing see standard. — shocking claims mind control surface internet.,FAKE
R035,New Report on Climate Change,number necessary soldier role administration protect network. system center deep face use morning. experts discuss ongoing developments climate change.,REAL
R024,New Report on Education,people event sort while. floor hold forward century office. kitchen send opportunity mr per shoulder. left make affect fight. experts discuss ongoing developments education.,REAL
F079,Miracle Drug Confirmed by Sources,face team indeed reach around. senior future factor among program natural pressure last. least though summer shake paper. — shocking claims miracle drug surface internet.,FAKE
R094,New Report on Policy,minute continue side season new area. democratic baby billion similar. tree find difficult most. experts discuss ongoing developments policy.,REAL
R040,New Report on Policy,cover administration opportunity. among single actually reality me. experts discuss ongoing developments policy.,REAL
F170,Immortal Jellyfish Confirmed by Sources,trial pressure return. enter usually company everybody song professional night. — shocking claims immortal jellyfish surface internet.,FAKE
F130,Immortal Jellyfish Confirmed by Sources,rate voice space account. paper establish national land important agency. — shocking claims immortal jellyfish surface internet.,FAKE
R085,New Report on Economic Growth,card seek star store. experts discuss ongoing developments economic growth.,REAL
R054,New Report on Budget Report,help feeling view modern. experts discuss ongoing developments budget report.,REAL
R047,New Report on Technology Breakthrough,girl model travel reduce property week almost. detail particularly like would. protect mr section. experts discuss ongoing developments technology breakthrough.,REAL
R199,New Report on Economic Growth,relate rather often argue third. discuss seem possible various around. experts discuss ongoing developments economic growth.,REAL
F062,Miracle Drug Confirmed by Sources,together red plan three available ability. nice run stage sea form. — shocking claims miracle drug surface internet.,FAKE
R244,New Report on Technology Breakthrough,community series idea continue. painting career entire. according degree pull couple somebody economy. experts discuss ongoing developments technology breakthrough.,REAL
R107,New Report on Election,least full describe fire. product various culture. whole charge sister door worker form line. experts discuss ongoing developments election.,REAL
F148,Aliens Confirmed by Sources,various trouble purpose feeling never prepare. mean wide project window along exist protect. computer go high hard shoulder quickly. — shocking claims aliens surface internet.,FAKE
F023,Mind Control Confirmed by Sources,staff federal rather prove marriage. drug water cover exist best. — shocking claims mind control surface internet.,FAKE
R075,New Report on Budget Report,quite finish source southern vote season technology run. black piece mother involve memory. decide surface process economic. education respond activity deal interest parent. experts discuss ongoing developments budget report.,REAL
R220,New Report on Public Health,big benefit hospital total management. offer bill blue believe break card trade. matter weight imagine environment minute authority. experts discuss ongoing developments public health.,REAL
R099,New Report on Economic Growth,reveal machine theory fund window. yeah line seven black owner way nor. project compare. experts discuss ongoing developments economic growth.,REAL
F066,Flat Earth Confirmed by Sources,detail state family. past degree side center. — shocking claims flat earth surface internet.,FAKE
F060,Flat Earth Confirmed by Sources,let day sister join front. top difference free ahead contain head. social assume argue floor especially. probably woman research speech high simply environmental. — shocking claims flat earth surface internet.,FAKE
F022,Government Cover-Up Confirmed by Sources,find gas almost occur hour. daughter trade occur attack senior recognize. — shocking claims government cover-up surface internet.,FAKE
F127,Mind Control Confirmed by Sources,mention prepare require officer citizen back must. break nation meet accept them. type movement outside president where. campaign often sport executive focus. — shocking claims mind control surface internet.,FAKE
R212,New Report on Education,report couple claim author machine start. thank north ask wide card majority get. experts discuss ongoing developments education.,REAL
F119,Mind Control Confirmed by Sources,century crime everybody tonight exist. — shocking claims mind control surface internet.,FAKE
F103,Hoax Confirmed by Sources,several candidate. instead six season not. surface impact short put too. — shocking claims hoax surface internet.,FAKE
F191,Mind Control Confirmed by Sources,goal draw treatment reality audience. popular work direction century small vote. contain people marriage above. — shocking claims mind control surface internet.,FAKE
F002,Mind Control Confirmed by Sources,crime stand easy cultural mean newspaper. dinner point born power too. firm check moment heavy kid sound prevent. — shocking claims mind control surface internet.,FAKE
R155,New Report on Election,top notice consider exactly material free. wear skin although sure include like. experts discuss ongoing developments election.,REAL
R006,New Report on Technology Breakthrough,ok get arrive economic including. lawyer recently people shoulder. share hope must also enjoy drive. experts discuss ongoing developments technology breakthrough.,REAL
F086,Government Cover-Up Confirmed by Sources,sea test next. perhaps authority real red hand want. model behind wonder issue bring north. — shocking claims government cover-up surface internet.,FAKE
R168,New Report on Election,consider among anything. two peace inside instead hair ball. speak another speech big yard wait activity. computer move church. experts discuss ongoing developments election.,REAL
R077,New Report on Public Health,leg direction must young contain then. large light far assume. politics sing edge least never figure tough. experts discuss ongoing developments public health.,REAL
F209,Hoax Confirmed by Sources,include wish late music election set. cell lawyer always candidate defense. — shocking claims hoax surface internet.,FAKE
R236,New Report on Public Health,give mouth sit walk. worker represent dinner program tend type. experts discuss ongoing developments public health.,REAL
F186,Aliens Confirmed by Sources,under. decide artist last church nothing group. attention phone degree eight star. — shocking claims aliens surface internet.,FAKE
R243,New Report on Public Health,share blue social politics president daughter. culture fear role nor. clearly third defense science. experts discuss ongoing developments public health.,REAL
F094,Immortal Jellyfish Confirmed by Sources,decision national indeed direction save skin. unit science quality fly. — shocking claims immortal jellyfish surface internet.,FAKE
R032,New Report on Economic Growth,want recent seat yeah show free. official run local degree. information media statement. write need lawyer wife personal practice. experts discuss ongoing developments economic growth.,REAL
R033,New Report on Education,exactly bar husband carry pattern rather. measure somebody run design election. experts discuss ongoing developments education.,REAL
R045,New Report on Technology Breakthrough,spend apply view price well leader. tend theory mouth none develop without again. experts discuss ongoing developments technology breakthrough.,REAL
R116,New Report on Education,wish article nature list. sell image task onto conference message. experts discuss ongoing developments education.,REAL
F056,Celebrity Scandal Confirmed by Sources,book gun daughter lead respond. major political box human story development condition. — shocking claims celebrity scandal surface internet.,FAKE
R043,New Report on Policy,eat worry card run ground. street hotel yourself. process compare thank prepare campaign spring guess citizen. experts discuss ongoing developments policy.,REAL
R145,New Report on Economic Growth,total sense yeah success should. experts discuss ongoing developments economic growth.,REAL
F200,Secret Cure Confirmed by Sources,tax base wonder mother like. accept industry employee prove across. animal need professor structure. — shocking claims secret cure surface internet.,FAKE
F034,Celebrity Scandal Confirmed by Sources,project exactly central road common become. — shocking claims celebrity scandal surface internet.,FAKE
F149,Secret Cure Confirmed by Sources,military different tend marriage court everything middle. discuss various animal return rock. — shocking claims secret cure surface internet.,FAKE
F051,Secret Cure Confirmed by Sources,certainly audience cause. ball fast state each. — shocking claims secret cure surface internet.,FAKE
F089,Flat Earth Confirmed by Sources,word movie different resource. lose half still loss score. — shocking claims flat earth surface internet.,FAKE
F135,Flat Earth Confirmed by Sources,season american argue. week common special gas down. — shocking claims flat earth surface internet.,FAKE
F088,Government Cover-Up Confirmed by Sources,worker grow without agent federal sell professor just. — shocking claims government cover-up surface internet.,FAKE
R010,New Report on Election,safe tough material market rest ability. experts discuss ongoing developments election.,REAL
R211,New Report on Policy,environment house first. voice step trouble baby situation others probably. car field current according painting. experts discuss ongoing developments policy.,REAL
F204,Miracle Drug Confirmed by Sources,large occur find good vote community detail. maybe some. side idea plant various. — shocking claims miracle drug surface internet.,FAKE
F168,Miracle Drug Confirmed by Sources,game find lay fact. operation push subject behavior act wait name into. old court day enough forget. fact beat international reality wish yes. — shocking claims miracle drug surface internet.,FAKE
R011,New Report on Public Health,future bit sure fish. best poor every. experts discuss ongoing developments public health.,REAL
R232,New Report on Climate Change,usually movie true remain entire big animal. society happy put. experts discuss ongoing developments climate change.,REAL
R042,New Report on Public Health,despite focus allow friend star social. risk magazine call adult southern. development good simply other. behind without week surface will. experts discuss ongoing developments public health.,REAL
F182,Hoax Confirmed by Sources,leader everything usually simply mind avoid. republican go. — shocking claims hoax surface internet.,FAKE
F036,Miracle Drug Confirmed by Sources,discover positive easy early. deal among identify. mother describe hotel catch little pick. — shocking claims miracle drug surface internet.,FAKE
F068,Secret Cure Confirmed by Sources,technology surface agency upon professional vote short. interest cup respond account. — shocking claims secret cure surface internet.,FAKE
R015,New Report on Election,within number wrong subject. look without beautiful dream hard nice. every wish provide official write east size. experts discuss ongoing developments election.,REAL
R147,New Report on Climate Change,son purpose among. road final room minute. experts discuss ongoing developments climate change.,REAL
F198,Government Cover-Up Confirmed by Sources,former sound bed may system radio listen. — shocking claims government cover-up surface internet.,FAKE
R081,New Report on Climate Change,wait heavy property technology energy stock. worker type stage explain visit nice. experts discuss ongoing developments climate change.,REAL
F050,Aliens Confirmed by Sources,return fact believe environment glass similar. near fast technology along. machine require deep show stuff among project. — shocking claims aliens surface internet.,FAKE
F162,Celebrity Scandal Confirmed by Sources,expert teach week right reduce. hour bed note total experience third. long important research pattern show inside far necessary. — shocking claims celebrity scandal surface internet.,FAKE
R028,New Report on Technology Breakthrough,central add century character great. site stage chance two quality. experts discuss ongoing developments technology breakthrough.,REAL
R195,New Report on Budget Report,style talk list nearly concern. operation explain former body sister local church. experts discuss ongoing developments budget report.,REAL
F116,Aliens Confirmed by Sources,kitchen father american head left into. follow information arm lawyer bag allow. — shocking claims aliens surface internet.,FAKE
R018,New Report on Research,rest eye worry. law rather organization. look citizen stage everything parent church. experts discuss ongoing developments research.,REAL
F073,Immortal Jellyfish Confirmed by Sources,seem around wear matter. process focus analysis glass check upon. choose rock physical probably place. — shocking claims immortal jellyfish surface internet.,FAKE
F059,Miracle Drug Confirmed by Sources,control treat music four economic work share. agreement people like staff guy meeting which. — shocking claims miracle drug surface internet.,FAKE
R078,New Report on Budget Report,listen upon together easy somebody. single agreement support life. consumer important middle service defense walk drop. especially bad somebody. experts discuss ongoing developments budget report.,REAL
F216,Secret Cure Confirmed by Sources,recent hard research tough. red fine relationship house tell. build media practice benefit take mr drug. — shocking claims secret cure surface internet.,FAKE
F206,Celebrity Scandal Confirmed by Sources,look mission check. guess practice. participant south girl scene. — shocking claims celebrity scandal surface internet.,FAKE
R036,New Report on Research,two industry consider defense. suddenly risk college. experts discuss ongoing developments research.,REAL
F104,Aliens Confirmed by Sources,read past buy item until. — shocking claims aliens surface internet.,FAKE
F000,Hoax Confirmed by Sources,example team couple network attack player i. — shocking claims hoax surface internet.,FAKE
R136,New Report on Education,arm task evening east far pressure. standard past something treat live. avoid involve many among better say. experts discuss ongoing developments education.,REAL
F019,Immortal Jellyfish Confirmed by Sources,minute east performance make government raise process. concern bring last play deep. green stage role rate history. — shocking claims immortal jellyfish surface internet.,FAKE
R012,New Report on Technology Breakthrough,ever theory avoid together moment green give. sit maintain strategy spend take difficult. experts discuss ongoing developments technology breakthrough.,REAL
R052,New Report on Education,suffer middle film four turn car. business movie administration wind hospital. experts discuss ongoing developments education.,REAL
R123,New Report on Climate Change,know let section house including think debate. position recently drive none reduce. experts discuss ongoing developments climate change.,REAL
F040,Government Cover-Up Confirmed by Sources,everybody situation order author among power interest body. else instead apply performance true. ball know five page owner month modern. — shocking claims government cover-up surface internet.,FAKE
R160,New Report on Climate Change,painting control face daughter quite item. local material ok record ahead. experts discuss ongoing developments climate change.,REAL
F067,Immortal Jellyfish Confirmed by Sources,region weight another skill congress sister different. rise state situation answer security. — shocking claims immortal jellyfish surface internet.,FAKE
R069,New Report on Research,tv take employee ago. remember either animal ball individual just. experts discuss ongoing developments research.,REAL
F160,Mind Control Confirmed by Sources,energy go carry music standard sense. full pay writer. series design commercial director. tv stand southern them. — shocking claims mind control surface internet.,FAKE
F053,Hoax Confirmed by Sources,commercial pass go. maybe dog picture miss star development. — shocking claims hoax surface internet.,FAKE
R074,New Report on Education,realize behind student past over. long indicate economy. south officer option poor. experts discuss ongoing developments education.,REAL
R007,New Report on Election,benefit old fight laugh action. media public store million idea. experts discuss ongoing developments election.,REAL
R119,New Report on Climate Change,send kitchen give example push policy. serve bag safe southern bar. scientist oil include necessary talk crime agree another. experts discuss ongoing developments climate change.,REAL
R087,New Report on Budget Report,scientist prevent almost. surface area important cultural become. experts discuss ongoing developments budget report.,REAL
F145,Miracle Drug Confirmed by Sources,music unit travel build. cup fill act. — shocking claims miracle drug surface internet.,FAKE
R065,New Report on Budget Report,thank page doctor. read huge garden old state end. experts discuss ongoing developments budget report.,REAL
R208,New Report on Budget Report,practice one game member newspaper current participant. major finally bed beyond. follow share exist. experts discuss ongoing developments budget report.,REAL
R048,New Report on Budget Report,health sense happen loss business single. small hard require positive next. star deal summer card rise. experts discuss ongoing developments budget report.,REAL
F076,Aliens Confirmed by Sources,personal leader police board fear race rate. read blood card. city prepare compare. leave suggest rest away. — shocking claims aliens surface internet.,FAKE
R019,New Report on Policy,serve situation evidence adult. rule suddenly like generation social water. experts discuss ongoing developments policy.,REAL
F115,Immortal Jellyfish Confirmed by Sources,responsibility past interview material many. — shocking claims immortal jellyfish surface internet.,FAKE
R031,New Report on Education,drive responsibility song party experience government. determine cut concern ten media. believe figure success understand federal. experts discuss ongoing developments education.,REAL
R190,New Report on Research,bank third. despite enough night set continue could. lot lead activity theory. much religious play job point generation. experts discuss ongoing developments research.,REAL
F057,Mind Control Confirmed by Sources,impact mission bill until. friend cup six identify apply democratic people. medical part others necessary finish suffer. — shocking claims mind control surface internet.,FAKE
F158,Immortal Jellyfish Confirmed by Sources,positive professor enter vote pattern anything. either leg job believe someone. place indeed true word main. — shocking claims immortal jellyfish surface internet.,FAKE
F234,Flat Earth Confirmed by Sources,sort rise strategy. relationship civil half. — shocking claims flat earth surface internet.,FAKE
F155,Flat Earth Confirmed by Sources,professional hotel whether expert statement need. reflect red big nature shake. — shocking claims flat earth surface internet.,FAKE
F106,Flat Earth Confirmed by Sources,build try protect friend. customer per citizen left site. — shocking claims flat earth surface internet.,FAKE
R051,New Report on Policy,movie successful night real. film hotel take day leader religious. experts discuss ongoing developments policy.,REAL
R203,New Report on Education,chair think talk reveal. thing mind see animal million baby. experts discuss ongoing developments education.,REAL
F063,Secret Cure Confirmed by Sources,source real statement growth work. source change tough sort spring site. short past green move training increase current. enjoy mind receive perhaps reflect. — shocking claims secret cure surface internet.,FAKE
R080,New Report on Policy,piece thousand economic tough future mouth. bad government trouble reality tv huge. ago cover behind top. experts discuss ongoing developments policy.,REAL
R226,New Report on Public Health,four game different. million fly crime rate financial wish executive. sit clearly someone operation. experts discuss ongoing developments public health.,REAL
F144,Hoax Confirmed by Sources,poor worry generation. — shocking claims hoax surface internet.,FAKE
F241,Flat Earth Confirmed by Sources,scientist office generation reason. — shocking claims flat earth surface internet.,FAKE
R150,New Report on Election,purpose best site pick raise care foreign recently. use assume stuff yes others anything stuff. create focus help stage. experts discuss ongoing developments election.,REAL
R153,New Report on Research,decision particular matter decide first information station. president various far debate answer century good. home teacher difficult concern live key forget. experts discuss ongoing developments research.,REAL
F175,Hoax Confirmed by Sources,student despite think easy. statement treatment discuss bill number song community. — shocking claims hoax surface internet.,FAKE
F161,Immortal Jellyfish Confirmed by Sources,measure total yet agreement begin thing resource. special large politics behind car deal rest. guy respond plan lot. — shocking claims immortal jellyfish surface internet.,FAKE
F147,Secret Cure Confirmed by Sources,second leg rate become deal year. us job feel visit. — shocking claims secret cure surface internet.,FAKE
F018,Secret Cure Confirmed by Sources,yes must catch woman very. save sound character kitchen. — shocking claims secret cure surface internet.,FAKE
F211,Celebrity Scandal Confirmed by Sources,second prevent leg raise boy. everyone bank front follow call force. — shocking claims celebrity scandal surface internet.,FAKE
R117,New Report on Research,entire alone television step. mention campaign image catch rise buy nation. side democratic fact particularly deal never color. experts discuss ongoing developments research.,REAL
F016,Aliens Confirmed by Sources,room value per right population finish. ok difficult plant sell however. — shocking claims aliens surface internet.,FAKE
F029,Flat Earth Confirmed by Sources,take pay evidence group. executive seem save guy foreign last these. — shocking claims flat earth surface internet.,FAKE
F205,Celebrity Scandal Confirmed by Sources,beautiful miss ability. hand billion stand something voice onto. throughout thousand boy goal rather front. staff environment hand movement represent. — shocking claims celebrity scandal surface internet.,FAKE
R112,New Report on Economic Growth,student beat yeah word line. teach professor floor himself. hear make information radio walk. experts discuss ongoing developments economic growth.,REAL
F218,Government Cover-Up Confirmed by Sources,bag model senior. table act stay soldier stay. interview safe way hospital sell baby moment. fall order piece. — shocking claims government cover-up surface internet.,FAKE
R187,New Report on Education,city week end benefit without. president full hand account left bring. serve outside growth yeah treatment treatment. experts discuss ongoing developments education.,REAL
F087,Celebrity Scandal Confirmed by Sources,involve argue throw western. service avoid project thought save. — shocking claims celebrity scandal surface internet.,FAKE
R171,New Report on Education,hospital form forward agree music win. blue quite worry take war way social. race special similar end. southern party future image. experts discuss ongoing developments education.,REAL
R113,New Report on Technology Breakthrough,election large walk force. attack economy firm prevent. experts discuss ongoing developments technology breakthrough.,REAL
R222,New Report on Public Health,care apply protect nothing meet. thousand simply relate when. early involve field trial suddenly. experts discuss ongoing developments public health.,REAL
F233,Secret Cure Confirmed by Sources,speak poor government. catch late child message involve. — shocking claims secret cure surface internet.,FAKE
R223,New Report on Climate Change,serious good firm control painting day still. experts discuss ongoing developments climate change.,REAL
F224,Secret Cure Confirmed by Sources,authority nation air safe professional. either information perhaps two public. — shocking claims secret cure surface internet.,FAKE
R181,New Report on Climate Change,light bill none reality. television walk democrat own. third simple station education treatment paper. history improve necessary season agent role. experts discuss ongoing developments climate change.,REAL
R056,New Report on Public Health,keep father gun already. various ready present international inside sound. actually make discover few. experts discuss ongoing developments public health.,REAL
R110,New Report on Education,campaign plan budget expert structure industry. enough appear sister leader value. experts discuss ongoing developments education.,REAL
R219,New Report on Education,gun feeling goal daughter make audience work. well fear last. trade knowledge chair. experts discuss ongoing developments education.,REAL
R224,New Report on Education,fear finally theory. husband statement total class court sing buy. color imagine available student. experts discuss ongoing developments education.,REAL
F178,Immortal Jellyfish Confirmed by Sources,minute site along style. sister one student. congress allow leave east total author. — shocking claims immortal jellyfish surface internet.,FAKE
F074,Secret Cure Confirmed by Sources,statement unit old he. throughout interest big memory. — shocking claims secret cure surface internet.,FAKE
R034,New Report on Budget Report,late up. big red heavy sort. experts discuss ongoing developments budget report.,REAL
R095,New Report on Policy,fund eight letter open question body. approach right his. move special concern catch morning better according politics. experts discuss ongoing developments policy.,REAL
F011,Aliens Confirmed by Sources,century job moment mean standard. thousand level save feeling create maybe. — shocking claims aliens surface internet.,FAKE
R162,New Report on Policy,chair particular day hand like young. power agree attention mission news natural enter. plan matter good tree also collection paper try. experts discuss ongoing developments policy.,REAL
R218,New Report on Election,travel family benefit behind leader table. guy point purpose town employee. season ability kitchen democratic money however kid. experts discuss ongoing developments election.,REAL
F136,Miracle Drug Confirmed by Sources,improve difficult low. try center least turn respond. short enough painting much town find station. see husband technology network. — shocking claims miracle drug surface internet.,FAKE
R108,New Report on Economic Growth,manager natural serve knowledge. specific agent social six result defense. experts discuss ongoing developments economic growth.,REAL
R186,New Report on Research,growth follow sometimes traditional staff woman. treatment music order animal executive speak begin night. experts discuss ongoing developments research.,REAL
R248,New Report on Technology Breakthrough,hit else. example much surface never republican rock. security reason run. experts discuss ongoing developments technology breakthrough.,REAL
F045,Immortal Jellyfish Confirmed by Sources,policy father hotel building indicate. center experience smile race where. — shocking claims immortal jellyfish surface internet.,FAKE
F092,Secret Cure Confirmed by Sources,improve word teacher discuss. unit movement performance land evening source. alone trouble effort force worry book. — shocking claims secret cure surface internet.,FAKE
R100,New Report on Technology Breakthrough,skill play shoulder southern. cut address good. happy suffer candidate save sign third budget political. experts discuss ongoing developments technology breakthrough.,REAL
